date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:30:32	2532/2532	---M-Z	200	added ('OK')	text/css	etag:%229e4-64957d4e-ea5a7e4d3f24f3b4;gz%22	https://wpriverthemes.com/drake/wp-content/themes/drake/assets/css/lightbox.min.css?ver=6.3.2	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/themes/drake/assets/css/lightbox.mine35d.css	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:34	44824/44824	---M-Z	200	added ('OK')	text/css	etag:%22af18-64957d4e-a688e6fbe05b6e25;gz%22	https://wpriverthemes.com/drake/wp-content/themes/drake/assets/css/style.css?ver=6.3.2	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/themes/drake/assets/css/stylee35d.css	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:35	39795/39795	---M-Z	200	added ('OK')	text/css	etag:%229b73-64957d4e-ae380a5d10869b43;gz%22	https://wpriverthemes.com/drake/wp-content/themes/drake/assets/css/unit-test.css?ver=6.3.2	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/themes/drake/assets/css/unit-teste35d.css	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:35	7986/7986	---M-Z	200	added ('OK')	text/css	etag:%221f32-64957d4e-3dd6d8cccabb5299;gz%22	https://wpriverthemes.com/drake/wp-content/themes/drake/assets/css/responsive.css?ver=6.3.2	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/themes/drake/assets/css/responsivee35d.css	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:36	19488/19488	---M-Z	200	added ('OK')	text/css	etag:%224c20-64f17263-10d5ff5097deebac;gz%22	https://wpriverthemes.com/drake/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.21.0	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mind618.css	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:37	111852/111852	---M-Z	200	added ('OK')	text/css	etag:%221b4ec-64f17263-fd8706078d5f01f5;gz%22	https://wpriverthemes.com/drake/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.15.3	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/plugins/elementor/assets/css/frontend-lite.minb73d.css	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:37	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-64f17263-92f30a9aeb819109;gz%22	https://wpriverthemes.com/drake/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:39	1100/1100	---M-Z	200	added ('OK')	text/css	etag:%2244c-64f17678-35ae74be4ef2ebed;gz%22	https://wpriverthemes.com/drake/wp-content/uploads/elementor/css/post-10.css?ver=1693546104	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/elementor/css/post-109e42.css	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:40	9475/9475	---M-Z	200	added ('OK')	text/css	etag:%222503-64f17678-b19bda0d02d577c9;gz%22	https://wpriverthemes.com/drake/wp-content/uploads/elementor/css/global.css?ver=1693546104	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/elementor/css/global9e42.css	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:41	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-64e09dae-3be9294dee38dcb1;gz%22	https://wpriverthemes.com/drake/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:41	87482/87482	---M-Z	200	added ('OK')	application/x-javascript	etag:%22155ba-64e09dae-f4f5b5acdf143cb0;gz%22	https://wpriverthemes.com/drake/wp-includes/js/jquery/jquery.min.js?ver=3.7.0	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-includes/js/jquery/jquery.min3088.js	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:45	1060/1060	---M--	200	added ('OK')	image/png	etag:%22424-64957d4e-ee2a86fbd18c0dba;;;%22	https://wpriverthemes.com/drake/wp-content/themes/drake/assets/images/logo.png	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/themes/drake/assets/images/logo.png	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:48	1504/1504	---M--	200	added ('OK')	image/png	etag:%225e0-641042d4-81d5efe9f4518535;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/round-text.png	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/round-text.png	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:48	26050/26050	---M--	200	added ('OK')	image/jpeg	etag:%2265c2-64957d4e-5ad9d6ef1a15ddaa;;;%22	https://wpriverthemes.com/drake/wp-content/themes/drake/assets/images/me.jpg	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/themes/drake/assets/images/me.jpg	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:50	1680/1680	---M--	200	added ('OK')	image/png	etag:%22690-6411ec45-5a5374c24eb1fd06;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/figma.png	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/figma.png	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:51	784/784	---M--	200	added ('OK')	image/png	etag:%22310-6411ec45-184d8cb83a97a73d;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/framer.png	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/framer.png	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:52	1800/1800	---M--	200	added ('OK')	image/png	etag:%22708-6411ec46-e30df797dc7ea1e6;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/webflow.png	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/webflow.png	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:52	2722/2722	---M--	200	added ('OK')	image/png	etag:%22aa2-6411ec46-49a7b6c20335934a;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/react.png	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/react.png	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:53	2529/2529	---M--	200	added ('OK')	image/png	etag:%229e1-6411ec46-226dbf1e2398cb1;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/wordpress.png	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/wordpress.png	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:54	2018/2018	---M--	200	added ('OK')	image/png	etag:%227e2-6411ec46-bb44a5f171087ffb;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/laravel.png	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/laravel.png	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:57	57103/57103	---M--	200	added ('OK')	image/jpeg	etag:%22df0f-6412c1b0-8d18c62ebb9f212d;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/portfolio2.jpg	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/portfolio2.jpg	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:57	127885/127885	---M--	200	added ('OK')	image/jpeg	etag:%221f38d-6412c1b0-a157b6790402a27;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/portfolio1.jpg	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/portfolio1.jpg	(from https://wpriverthemes.com/drake/simple-strings/)
22:30:59	46613/46613	---M--	200	added ('OK')	image/jpeg	etag:%22b615-6412c1b1-1e6c6bd998064db7;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/portfolio3.jpg	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/portfolio3.jpg	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:00	9749/9749	---M--	200	added ('OK')	image/jpeg	etag:%222615-641433cd-44d051ca038f80ab;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/testimonial-1.jpg	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/testimonial-1.jpg	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:00	37537/37537	---M--	200	added ('OK')	image/jpeg	etag:%2292a1-6412c1b2-81b7cebd8c0e99e3;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/portfolio5.jpg	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/portfolio5.jpg	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:00	63523/63523	---M--	200	added ('OK')	image/jpeg	etag:%22f823-6412c1b1-54b37930b21400af;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/portfolio4.jpg	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/portfolio4.jpg	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:02	10779/10779	---M--	200	added ('OK')	image/jpeg	etag:%222a1b-641433cd-90c4923364ee5aba;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/testimonial-2.jpg	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/testimonial-2.jpg	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:02	11296/11296	---M--	200	added ('OK')	image/jpeg	etag:%222c20-641433cd-63dd2f12a9cdf481;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/testimonial-3.jpg	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/testimonial-3.jpg	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:03	3043/3043	---M--	200	added ('OK')	image/png	etag:%22be3-64143683-e5cd2b7cbdb16065;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/client-1.png	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/client-1.png	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:04	2420/2420	---M--	200	added ('OK')	image/png	etag:%22974-64143683-3dbf0dc5c9fc7ba5;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/client-2.png	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/client-2.png	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:04	2844/2844	---M--	200	added ('OK')	image/png	etag:%22b1c-64143683-d9b2bc5962a8424b;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/client-3.png	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/client-3.png	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:05	2748/2748	---M--	200	added ('OK')	image/png	etag:%22abc-64143683-4642c7a6b72a0d0b;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/client-4.png	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/client-4.png	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:05	2276/2276	---M--	200	added ('OK')	image/png	etag:%228e4-64143684-6e3d296c2470ec16;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/client-5.png	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/client-5.png	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:06	3276/3276	---M--	200	added ('OK')	image/png	etag:%22ccc-64143684-993d73c74f021ee5;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/client-6.png	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/client-6.png	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:09	2229/2229	---M--	200	added ('OK')	image/png	etag:%228b5-64143684-d1a7e34de7b1ddc9;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/client-7.png	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/client-7.png	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:09	3106/3106	---M--	200	added ('OK')	image/png	etag:%22c22-64143684-4ed0718ea292c052;;;%22	https://wpriverthemes.com/drake/wp-content/uploads/2023/03/client-8.png	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/uploads/2023/03/client-8.png	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:10	10770/10770	---M-Z	200	added ('OK')	application/x-javascript	etag:%222a12-64e09d9a-309b5270c249ab5e;gz%22	https://wpriverthemes.com/drake/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.8	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/plugins/contact-form-7/includes/swv/js/index41a3.js	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:11	12943/12943	---M-Z	200	added ('OK')	application/x-javascript	etag:%22328f-64e09d9a-d8e6fc74f587b800;gz%22	https://wpriverthemes.com/drake/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.8	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/plugins/contact-form-7/includes/js/index41a3.js	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:12	78743/78743	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213397-64957d4e-74ed2b1fc723cbfa;gz%22	https://wpriverthemes.com/drake/wp-content/themes/drake/assets/js/bootstrap.bundle.min.js?ver=6.3.2	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/themes/drake/assets/js/bootstrap.bundle.mine35d.js	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:15	89992/89992	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215f88-64957d4e-38741689473e5acf;gz%22	https://wpriverthemes.com/drake/wp-content/themes/drake/assets/js/owl.carousel.js?ver=6.3.2	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/themes/drake/assets/js/owl.carousele35d.js	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:15	60533/60533	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ec75-64957d4e-47a0d7d20da86a12;gz%22	https://wpriverthemes.com/drake/wp-content/themes/drake/assets/js/gsap.min.js?ver=6.3.2	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/themes/drake/assets/js/gsap.mine35d.js	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:15	40791/40791	---M-Z	200	added ('OK')	application/x-javascript	etag:%229f57-64957d4e-fbc5d5748c248b73;gz%22	https://wpriverthemes.com/drake/wp-content/themes/drake/assets/js/ScrollTrigger.min.js?ver=6.3.2	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/themes/drake/assets/js/ScrollTrigger.mine35d.js	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:16	3202/3202	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c82-64957d4e-81b2f1d813933b4a;gz%22	https://wpriverthemes.com/drake/wp-content/themes/drake/assets/js/ScrollToPlugin.min.js?ver=6.3.2	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/themes/drake/assets/js/ScrollToPlugin.mine35d.js	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:17	9483/9483	---M-Z	200	added ('OK')	application/x-javascript	etag:%22250b-64957d4e-92de158925630074;gz%22	https://wpriverthemes.com/drake/wp-content/themes/drake/assets/js/lightbox.min.js?ver=6.3.2	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/themes/drake/assets/js/lightbox.mine35d.js	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:17	257552/257552	---M-Z	200	added ('OK')	application/x-javascript	etag:%223ee10-64957d4e-f9285cf6de286b31;gz%22	https://wpriverthemes.com/drake/wp-content/themes/drake/assets/js/jquery.js?ver=6.3.2	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/themes/drake/assets/js/jquerye35d.js	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:17	9253/9253	---M-Z	200	added ('OK')	application/x-javascript	etag:%222425-654d14ea-e6b6b2cf46342f4d;gz%22	https://wpriverthemes.com/drake/wp-content/themes/drake/assets/js/main.js?ver=6.3.2	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/themes/drake/assets/js/maine35d.js	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:18	2274/2274	---M-Z	200	added ('OK')	application/x-javascript	etag:%228e2-64957d4e-3687b2c094000d07;gz%22	https://wpriverthemes.com/drake/wp-content/themes/drake/assets/js/ajax-form.js?ver=6.3.2	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/themes/drake/assets/js/ajax-forme35d.js	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:20	802/802	---M-Z	200	added ('OK')	application/x-javascript	etag:%22322-64957d4e-c569356d37c47910;gz%22	https://wpriverthemes.com/drake/wp-content/themes/drake/assets/js/color.js?ver=6.3.2	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/themes/drake/assets/js/colore35d.js	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:20	4958/4958	---M-Z	200	added ('OK')	application/x-javascript	etag:%22135e-64f17263-3b94e3aa8ae509f1;gz%22	https://wpriverthemes.com/drake/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.15.3	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/plugins/elementor/assets/js/webpack.runtime.minb73d.js	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:21	56154/56154	---M-Z	200	added ('OK')	application/x-javascript	etag:%22db5a-64f17263-ecab5e11edaad441;gz%22	https://wpriverthemes.com/drake/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.15.3	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/plugins/elementor/assets/js/frontend-modules.minb73d.js	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:22	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-64f17263-d9991ad1cd523bed;gz%22	https://wpriverthemes.com/drake/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:22	21438/21438	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253be-6429871b-1392b8c031dbd141;gz%22	https://wpriverthemes.com/drake/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-includes/js/jquery/ui/core.min3f14.js	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:23	40746/40746	---M-Z	200	added ('OK')	application/x-javascript	etag:%229f2a-64f17263-6b98e2fbea27f20c;gz%22	https://wpriverthemes.com/drake/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.15.3	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/plugins/elementor/assets/js/frontend.minb73d.js	(from https://wpriverthemes.com/drake/simple-strings/)
22:31:24	22063/22063	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Nov%202023%2015:31:22%20GMT	https://wpriverthemes.com/drake/wp-content/themes/drake/assets/css/owl.video.play.png	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/themes/drake/assets/css/owl.video.play.png	(from https://wpriverthemes.com/drake/wp-content/themes/drake/assets/css/owl.carousel.min.css?ver=6.3.2)
22:31:24	8476/8476	---M--	200	added ('OK')	image/gif	etag:%22211c-64957d4e-3b1de3ba316994fc;;;%22	https://wpriverthemes.com/drake/wp-content/themes/drake/assets/images/loading.gif	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/themes/drake/assets/images/loading.gif	(from https://wpriverthemes.com/drake/wp-content/themes/drake/assets/css/lightbox.min.css?ver=6.3.2)
22:31:26	22063/22063	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Nov%202023%2015:31:25%20GMT	https://wpriverthemes.com/drake/simple-strings/t	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/simple-strings/t	(from https://wpriverthemes.com/drake/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.8)
22:31:28	22063/22063	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Nov%202023%2015:31:26%20GMT	https://wpriverthemes.com/drake/simple-strings/-negative.svg	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/simple-strings/-negative.svg	(from https://wpriverthemes.com/drake/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.15.3)
22:31:28	22063/22063	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Nov%202023%2015:31:27%20GMT	https://wpriverthemes.com/drake/simple-strings/OPR/	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/simple-strings/OPR/index.html	(from https://wpriverthemes.com/drake/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.15.3)
22:31:33	492394/492394	---M--	200	added ('OK')	image/png	etag:%227836a-64957d4e-d344d713cb2ff842;;;%22	https://wpriverthemes.com/drake/wp-content/themes/drake/assets/images/bg-shape.png	C:/My%20Web%20Sites/Farid%20B/wpriverthemes.com/drake/wp-content/themes/drake/assets/images/bg-shape.png	(from https://wpriverthemes.com/drake/wp-content/themes/drake/assets/css/style.css?ver=6.3.2)
